Symbol,Date,Close
SHOP,1/2/2018,132.06
SHOP,1/3/2018,135.15
SHOP,1/4/2018,137.46
SHOP,1/5/2018,137.26
SHOP,1/8/2018,139.51
SHOP,1/9/2018,137.94
SHOP,1/10/2018,139.29
SHOP,1/11/2018,139.14
SHOP,1/12/2018,140.76
SHOP,1/15/2018,142.8
SHOP,1/16/2018,139.13
SHOP,1/17/2018,142.72
SHOP,1/18/2018,142.55
SHOP,1/19/2018,144.47
SHOP,1/22/2018,148.87
SHOP,1/23/2018,147.31
SHOP,1/24/2018,147.52
SHOP,1/25/2018,154.3
SHOP,1/26/2018,159.07
SHOP,1/29/2018,156.87
SHOP,1/30/2018,153.01
SHOP,1/31/2018,157.04
SHOP,2/1/2018,154.9
SHOP,2/2/2018,155.45
SHOP,2/5/2018,149.12
SHOP,2/6/2018,152.66
SHOP,2/7/2018,154.94
SHOP,2/8/2018,149.5
SHOP,2/9/2018,150.38
SHOP,2/12/2018,161.05
SHOP,2/13/2018,158.72
SHOP,2/14/2018,171.49
SHOP,2/15/2018,171.91
SHOP,2/16/2018,172.6
SHOP,2/20/2018,180.68
SHOP,2/21/2018,168.64
SHOP,2/22/2018,170.52
SHOP,2/23/2018,173.28
SHOP,2/26/2018,172.55
SHOP,2/27/2018,176.11
SHOP,2/28/2018,177.5
SHOP,3/1/2018,175.62
SHOP,3/2/2018,176.42
SHOP,3/5/2018,180.8
SHOP,3/6/2018,182.52
SHOP,3/7/2018,185
SHOP,3/8/2018,189.86
SHOP,3/9/2018,191.43
SHOP,3/12/2018,190.1
SHOP,3/13/2018,188.6
SHOP,3/14/2018,189.29
SHOP,3/15/2018,192.86
SHOP,3/16/2018,192.53
SHOP,3/19/2018,190.36
SHOP,3/20/2018,200.28
SHOP,3/21/2018,193
SHOP,3/22/2018,188
SHOP,3/23/2018,182.65
SHOP,3/26/2018,176.01
SHOP,3/27/2018,165.65
SHOP,3/28/2018,157
SHOP,3/29/2018,160.32
SHOP,4/2/2018,157.66
SHOP,4/3/2018,152.72
SHOP,4/4/2018,154.05
SHOP,4/5/2018,153.46
SHOP,4/6/2018,149.81
SHOP,4/9/2018,151.18
SHOP,4/10/2018,154.65
SHOP,4/11/2018,150.05
SHOP,4/12/2018,151.98
SHOP,4/13/2018,148
SHOP,4/16/2018,146.78
SHOP,4/17/2018,158.04
SHOP,4/18/2018,161.12
SHOP,4/19/2018,160.27
SHOP,4/20/2018,161.86
SHOP,4/23/2018,157.95
SHOP,4/24/2018,157.93
SHOP,4/25/2018,154.04
SHOP,4/26/2018,160.11
SHOP,4/27/2018,160.83
SHOP,4/30/2018,172.01
SHOP,5/1/2018,163.5
SHOP,5/2/2018,160.99
SHOP,5/3/2018,173.49
SHOP,5/4/2018,174.95
SHOP,5/7/2018,178.55
SHOP,5/8/2018,185.51
SHOP,5/9/2018,187.6
SHOP,5/10/2018,186.4
SHOP,5/11/2018,184.53
SHOP,5/14/2018,182.3
SHOP,5/15/2018,183.5
SHOP,5/16/2018,181.87
SHOP,5/17/2018,186.82
SHOP,5/18/2018,189.25
SHOP,5/22/2018,177.66
SHOP,5/23/2018,180.55
SHOP,5/24/2018,184.19
SHOP,5/25/2018,186
SHOP,5/28/2018,187.9
SHOP,5/29/2018,186.51
SHOP,5/30/2018,188.01
SHOP,5/31/2018,192.33
SHOP,6/1/2018,195.41
SHOP,6/4/2018,202.62
SHOP,6/5/2018,209.06
SHOP,6/6/2018,214.44
SHOP,6/7/2018,209.2
SHOP,6/8/2018,210.68
SHOP,6/11/2018,208.15
SHOP,6/12/2018,215.04
SHOP,6/13/2018,214.58
SHOP,6/14/2018,220.21
SHOP,6/15/2018,221.99
SHOP,6/18/2018,228.14
SHOP,6/19/2018,226.42
SHOP,6/20/2018,229.34
SHOP,6/21/2018,218.6
SHOP,6/22/2018,216.17
SHOP,6/25/2018,203.6
SHOP,6/26/2018,205.88
SHOP,6/27/2018,193.61
SHOP,6/28/2018,194.53
SHOP,6/29/2018,191.71
SHOP,7/3/2018,197.85
SHOP,7/4/2018,202.32
SHOP,7/5/2018,200.37
SHOP,7/6/2018,205.61
SHOP,7/9/2018,207.93
SHOP,7/10/2018,208.75
SHOP,7/11/2018,212.48
SHOP,7/12/2018,220.46
SHOP,7/13/2018,218.89
SHOP,7/16/2018,217.43
SHOP,7/17/2018,222.82
SHOP,7/18/2018,224.14
SHOP,7/19/2018,227.46
SHOP,7/20/2018,225.03
SHOP,7/23/2018,228.04
SHOP,7/24/2018,221.14
SHOP,7/25/2018,226.55
SHOP,7/26/2018,222.85
SHOP,7/27/2018,209.47
SHOP,7/30/2018,191.86
SHOP,7/31/2018,181.22
SHOP,8/1/2018,177.02
SHOP,8/2/2018,187.45
SHOP,8/3/2018,184.1
SHOP,8/7/2018,184.93
SHOP,8/8/2018,185.75
SHOP,8/9/2018,191
SHOP,8/10/2018,195.81
SHOP,8/13/2018,187.58
SHOP,8/14/2018,188.64
SHOP,8/15/2018,182.35
SHOP,8/16/2018,183.27
SHOP,8/17/2018,179.09
SHOP,8/20/2018,177.19
SHOP,8/21/2018,173.93
SHOP,8/22/2018,178.57
SHOP,8/23/2018,179.8
SHOP,8/24/2018,182.98
SHOP,8/27/2018,186.4
SHOP,8/28/2018,187.43
SHOP,8/29/2018,187.27
SHOP,8/30/2018,188.02
SHOP,8/31/2018,189.86
SHOP,9/4/2018,192.57
SHOP,9/5/2018,184.39
SHOP,9/6/2018,176.08
SHOP,9/7/2018,185.35
SHOP,9/10/2018,187.09
SHOP,9/11/2018,193.5
SHOP,9/12/2018,198.83
SHOP,9/13/2018,202.22
SHOP,9/14/2018,201.75
SHOP,9/17/2018,200.19
SHOP,9/18/2018,210.33
SHOP,9/19/2018,213.33
SHOP,9/20/2018,215.68
SHOP,9/21/2018,208.84
SHOP,9/24/2018,209.64
SHOP,9/25/2018,208.45
SHOP,9/26/2018,210.7
SHOP,9/27/2018,214.06
SHOP,9/28/2018,212.3
SHOP,10/1/2018,209.04
SHOP,10/2/2018,200.29
SHOP,10/3/2018,205.98
SHOP,10/4/2018,192.35
SHOP,10/5/2018,189.04
SHOP,10/9/2018,181.58
SHOP,10/10/2018,169.99
SHOP,10/11/2018,166.72
SHOP,10/12/2018,176.2
SHOP,10/15/2018,176.16
SHOP,10/16/2018,188.91
SHOP,10/17/2018,178.89
SHOP,10/18/2018,176.07
SHOP,10/19/2018,166.07
SHOP,10/22/2018,176.12
SHOP,10/23/2018,173.01
SHOP,10/24/2018,159.47
SHOP,10/25/2018,178.82
SHOP,10/26/2018,174.5
SHOP,10/29/2018,168.62
SHOP,10/30/2018,169.63
SHOP,10/31/2018,181.87
SHOP,11/1/2018,189.01
SHOP,11/2/2018,190.95
SHOP,11/5/2018,185.01
SHOP,11/6/2018,185.15
SHOP,11/7/2018,193.87
SHOP,11/8/2018,197.02
SHOP,11/9/2018,186.23
SHOP,11/12/2018,179.57
SHOP,11/13/2018,183.93
SHOP,11/14/2018,189
SHOP,11/15/2018,197.87
SHOP,11/16/2018,198.8
SHOP,11/19/2018,176.33
SHOP,11/20/2018,179.34
SHOP,11/21/2018,175.69
SHOP,11/22/2018,176.38
SHOP,11/23/2018,178.25
SHOP,11/26/2018,191.45
SHOP,11/27/2018,192.03
SHOP,11/28/2018,199
SHOP,11/29/2018,197.86
SHOP,11/30/2018,202.24
SHOP,12/3/2018,207.35
SHOP,12/4/2018,199.12
SHOP,12/5/2018,199.7
SHOP,12/6/2018,209.65
SHOP,12/7/2018,195.13
SHOP,12/10/2018,203.23
SHOP,12/11/2018,207.3
SHOP,12/12/2018,213.78
SHOP,12/13/2018,215.12
SHOP,12/14/2018,187.66
SHOP,12/17/2018,173.8
SHOP,12/18/2018,181.01
SHOP,12/19/2018,179.44
SHOP,12/20/2018,172.09
SHOP,12/21/2018,166.39
SHOP,12/24/2018,161.56
SHOP,12/27/2018,180.26
SHOP,12/28/2018,182.02
SHOP,12/31/2018,188.79
SHOP,1/2/2019,187.11
SHOP,1/3/2019,174.91
SHOP,1/4/2019,184.98
SHOP,1/7/2019,191.91
SHOP,1/8/2019,193.21
SHOP,1/9/2019,196.36
SHOP,1/10/2019,195.96
SHOP,1/11/2019,198.13
SHOP,1/14/2019,197.7
SHOP,1/15/2019,204.72
SHOP,1/16/2019,209.11
SHOP,1/17/2019,209.68
SHOP,1/18/2019,210.55
SHOP,1/21/2019,210.19
SHOP,1/22/2019,208.87
SHOP,1/23/2019,209.19
SHOP,1/24/2019,211.5
SHOP,1/25/2019,215.46
SHOP,1/28/2019,211.31
SHOP,1/29/2019,208.61
SHOP,1/30/2019,213.62
SHOP,1/31/2019,221.18
SHOP,2/1/2019,223.25
SHOP,2/4/2019,227.61
SHOP,2/5/2019,227.95
SHOP,2/6/2019,229.12
SHOP,2/7/2019,228.72
SHOP,2/8/2019,233.3
SHOP,2/11/2019,229.83
SHOP,2/12/2019,232.37
SHOP,2/13/2019,227.53
SHOP,2/14/2019,234.39
SHOP,2/15/2019,236.05
SHOP,2/19/2019,239.75
SHOP,2/20/2019,236.35
SHOP,2/21/2019,236.16
SHOP,2/22/2019,241.47
SHOP,2/25/2019,247.73
SHOP,2/26/2019,244.14
SHOP,2/27/2019,248.87
SHOP,2/28/2019,249.28
SHOP,3/1/2019,254.71
SHOP,3/4/2019,248.21
SHOP,3/5/2019,250.92
SHOP,3/6/2019,251.95
SHOP,3/7/2019,251.93
SHOP,3/8/2019,254.36
SHOP,3/11/2019,268.46
SHOP,3/12/2019,270.52
SHOP,3/13/2019,273.38
SHOP,3/14/2019,277.29
SHOP,3/15/2019,273.42
SHOP,3/18/2019,274.92
SHOP,3/19/2019,268.77
SHOP,3/20/2019,267.48
SHOP,3/21/2019,274
SHOP,3/22/2019,267.02
SHOP,3/25/2019,269.9
SHOP,3/26/2019,273.53
SHOP,3/27/2019,268.37
SHOP,3/28/2019,273.54
SHOP,3/29/2019,275.86
SHOP,4/1/2019,274.38
SHOP,4/2/2019,268.84
SHOP,4/3/2019,273.7
SHOP,4/4/2019,260.25
SHOP,4/5/2019,263.56
SHOP,4/8/2019,266.42
SHOP,4/9/2019,271.82
SHOP,4/10/2019,275.15
SHOP,4/11/2019,282.17
SHOP,4/12/2019,286.47
SHOP,4/15/2019,291.67
SHOP,4/16/2019,287.48
SHOP,4/17/2019,289.53
SHOP,4/18/2019,295.45
SHOP,4/22/2019,299.49
SHOP,4/23/2019,299.79
SHOP,4/24/2019,296.33
SHOP,4/25/2019,295.37
SHOP,4/26/2019,299.1
SHOP,4/29/2019,303.04
SHOP,4/30/2019,325.75
SHOP,5/1/2019,331
SHOP,5/2/2019,343.85
SHOP,5/3/2019,354.86
SHOP,5/6/2019,357.14
SHOP,5/7/2019,348.07
SHOP,5/8/2019,352.67
SHOP,5/9/2019,350.2
SHOP,5/10/2019,347.27
SHOP,5/13/2019,337.78
SHOP,5/14/2019,340.87
SHOP,5/15/2019,355.01
SHOP,5/16/2019,374.49
SHOP,5/17/2019,368.05
SHOP,5/21/2019,365.94
SHOP,5/22/2019,373.54
SHOP,5/23/2019,365.87
SHOP,5/24/2019,370.73
SHOP,5/27/2019,376.23
SHOP,5/28/2019,381.42
SHOP,5/29/2019,367.85
SHOP,5/30/2019,374.06
SHOP,5/31/2019,371.84
SHOP,6/3/2019,355.84
SHOP,6/4/2019,367.95
SHOP,6/5/2019,392.24
SHOP,6/6/2019,397.46
SHOP,6/7/2019,405.69
SHOP,6/10/2019,407.35
SHOP,6/11/2019,407.49
SHOP,6/12/2019,413.9
SHOP,6/13/2019,409.69
SHOP,6/14/2019,409.15
SHOP,6/17/2019,410.53
SHOP,6/18/2019,407.19
SHOP,6/19/2019,434.95
SHOP,6/20/2019,433.02
SHOP,6/21/2019,431.5
SHOP,6/24/2019,410.7
SHOP,6/25/2019,373.79
SHOP,6/26/2019,379.45
SHOP,6/27/2019,394.66
SHOP,6/28/2019,393.58
SHOP,7/2/2019,409.2
SHOP,7/3/2019,410.35
SHOP,7/4/2019,414.04
SHOP,7/5/2019,410.59
SHOP,7/8/2019,421.47
SHOP,7/9/2019,422.74
SHOP,7/10/2019,417.24
SHOP,7/11/2019,411.21
SHOP,7/12/2019,404.06
SHOP,7/15/2019,422.8
SHOP,7/16/2019,415.6
SHOP,7/17/2019,424.65
SHOP,7/18/2019,431.43
SHOP,7/19/2019,431.05
SHOP,7/22/2019,439.46
SHOP,7/23/2019,434
SHOP,7/24/2019,433.34
SHOP,7/25/2019,438.79
SHOP,7/26/2019,442.99
SHOP,7/29/2019,420.47
SHOP,7/30/2019,413.83
SHOP,7/31/2019,419.41
SHOP,8/1/2019,451.58
SHOP,8/2/2019,438.95
SHOP,8/6/2019,441.88
SHOP,8/7/2019,453.65
SHOP,8/8/2019,473.1
SHOP,8/9/2019,488.36
SHOP,8/12/2019,485.68
SHOP,8/13/2019,488.49
SHOP,8/14/2019,470.07
SHOP,8/15/2019,467.52
SHOP,8/16/2019,476.54
SHOP,8/19/2019,481.62
SHOP,8/20/2019,499.15
SHOP,8/21/2019,519.07
SHOP,8/22/2019,517.05
SHOP,8/23/2019,508.41
SHOP,8/26/2019,524.34
SHOP,8/27/2019,541.49
SHOP,8/28/2019,525.63
SHOP,8/29/2019,522.06
SHOP,8/30/2019,512.82
SHOP,9/3/2019,512.58
SHOP,9/4/2019,511.33
SHOP,9/5/2019,519.51
SHOP,9/6/2019,501.7
SHOP,9/9/2019,472.05
SHOP,9/10/2019,442.98
SHOP,9/11/2019,458.28
SHOP,9/12/2019,471.1
SHOP,9/13/2019,449.23
SHOP,9/16/2019,447.48
SHOP,9/17/2019,435.67
SHOP,9/18/2019,432.8
SHOP,9/19/2019,430.65
SHOP,9/20/2019,423.13
SHOP,9/23/2019,415.5
SHOP,9/24/2019,390.72
SHOP,9/25/2019,417.54
SHOP,9/26/2019,415.72
SHOP,9/27/2019,404.9
SHOP,9/30/2019,412.3
SHOP,10/1/2019,414.16
SHOP,10/2/2019,412.87
SHOP,10/3/2019,434.16
SHOP,10/4/2019,435.53
SHOP,10/7/2019,433.99
SHOP,10/8/2019,414.39
SHOP,10/9/2019,418.65
SHOP,10/10/2019,431.24
SHOP,10/11/2019,434.98
SHOP,10/15/2019,456.91
SHOP,10/16/2019,426.94
SHOP,10/17/2019,435.6
SHOP,10/18/2019,412.16
SHOP,10/21/2019,418.04
SHOP,10/22/2019,392.02
SHOP,10/23/2019,388.21
SHOP,10/24/2019,422.34
SHOP,10/25/2019,414.58
SHOP,10/28/2019,422.75
SHOP,10/29/2019,409.36
SHOP,10/30/2019,419.91
SHOP,10/31/2019,413
SHOP,11/1/2019,416.19
SHOP,11/4/2019,405.23
SHOP,11/5/2019,389.15
SHOP,11/6/2019,388.99
SHOP,11/7/2019,376.54
SHOP,11/8/2019,393.75
SHOP,11/11/2019,401.41
SHOP,11/12/2019,404.9
SHOP,11/13/2019,416.28
SHOP,11/14/2019,413.81
SHOP,11/15/2019,413.19
SHOP,11/18/2019,426.66
SHOP,11/19/2019,419.65
SHOP,11/20/2019,421.76
SHOP,11/21/2019,419.86
SHOP,11/22/2019,418.26
SHOP,11/25/2019,421.85
SHOP,11/26/2019,443.57
SHOP,11/27/2019,453.19
SHOP,11/28/2019,454
SHOP,11/29/2019,445.45
SHOP,12/2/2019,440.21
SHOP,12/3/2019,466.42
SHOP,12/4/2019,490.77
SHOP,12/5/2019,479.25
SHOP,12/6/2019,483.35
SHOP,12/9/2019,489.94
SHOP,12/10/2019,487.04
SHOP,12/11/2019,491.71
SHOP,12/12/2019,489.61
SHOP,12/13/2019,508.43
SHOP,12/16/2019,517.42
SHOP,12/17/2019,510.85
SHOP,12/18/2019,520.56
SHOP,12/19/2019,516.06
SHOP,12/20/2019,513.22
SHOP,12/23/2019,511.62
SHOP,12/24/2019,525.39
SHOP,12/27/2019,534.76
SHOP,12/30/2019,517.79
